account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
75227,75227,198337,729,15.6,Medium
75228,75228,28363,583,19.26,High
75229,75229,17268,673,18.54,Medium
75230,75230,15498,701,17.78,Medium
75231,75231,20972,736,12.72,Medium
75232,75232,29905,738,15.38,Medium
75233,75233,61347,759,14.53,Low
75234,75234,12946,672,19.03,Medium
75235,75235,4185,633,19.68,High
75236,75236,23229,662,19.84,High
75237,75237,19047,640,20.36,High
75238,75238,5342,644,17.54,High
75239,75239,2451,639,22.24,High
75240,75240,15279,727,15.74,Medium
75241,75241,2142,620,21.36,High
75242,75242,38085,710,17.08,Medium
75243,75243,82722,704,15.25,Medium
75244,75244,10331,613,20.49,High
75245,75245,17512,659,16.57,High
75246,75246,14295,602,23.14,High
75247,75247,2351,548,26.42,VeryHigh
75248,75248,4213,658,18.78,High
75249,75249,10357,668,17.12,High
75250,75250,4495,576,24.71,VeryHigh
75251,75251,11627,676,20.6,Medium
75252,75252,7583,589,19.09,High
75253,75253,10505,591,20.07,High
75254,75254,55147,723,17.21,Medium
75255,75255,14314,646,17.18,High
75256,75256,10278,648,19.97,High
75257,75257,5023,658,18.79,High
75258,75258,40624,733,16.98,Medium
75259,75259,9210,627,20.45,High
75260,75260,10991,634,17.99,High
75261,75261,7955,648,20.44,High
75262,75262,6094,460,26.44,VeryHigh
75263,75263,33689,706,18.03,Medium
75264,75264,11656,632,19.01,High
75265,75265,6861,654,18.78,High
75266,75266,16405,625,21.62,High
75267,75267,14187,613,20.22,High
75268,75268,3463,538,25.41,VeryHigh
75269,75269,9382,702,17.31,Medium
75270,75270,14688,690,19.36,Medium
75271,75271,20459,677,17.4,Medium
75272,75272,35086,618,20.53,High
75273,75273,2555,540,19.69,VeryHigh
75274,75274,5806,652,17.79,High
75275,75275,69618,714,16.37,Medium
75276,75276,51462,741,16.36,Low
75277,75277,11461,627,20.05,High
75278,75278,13910,724,16.34,Medium
75279,75279,6064,655,20.39,High
75280,75280,78572,677,21.73,Medium
75281,75281,30194,725,17.77,Medium
75282,75282,86260,738,14.71,Medium
75283,75283,7321,630,19.16,High
75284,75284,51919,658,17.26,High
75285,75285,15059,565,22.08,VeryHigh
75286,75286,37711,767,15.22,Low
75287,75287,19255,717,17.74,Medium
75288,75288,24979,748,15.73,Low
75289,75289,1743,574,20.03,VeryHigh
75290,75290,9013,723,17.08,Medium
75291,75291,62523,745,18.15,Low
75292,75292,38358,717,16.65,Medium
75293,75293,29093,621,21.94,High
75294,75294,5245,556,25.57,VeryHigh
75295,75295,18426,599,22.7,High
75296,75296,4451,627,18.53,High
75297,75297,15982,681,18.52,Medium
75298,75298,9268,655,22.59,High
75299,75299,58945,611,21.38,High
75300,75300,21845,601,19.76,High
75301,75301,10720,598,20.05,High
75302,75302,9598,605,19.67,High
75303,75303,26865,664,18.61,High
75304,75304,8715,677,16.66,Medium
75305,75305,11796,682,16.36,Medium
75306,75306,7050,638,17.87,High
75307,75307,11335,588,21.27,High
75308,75308,8497,544,24.41,VeryHigh
75309,75309,4337,504,25.04,VeryHigh
75310,75310,41548,734,17.19,Medium
75311,75311,9940,753,15.09,Low
75312,75312,70069,664,18.33,High
75313,75313,7550,682,19.99,Medium
75314,75314,21005,712,17.81,Medium
75315,75315,5057,578,22.57,VeryHigh
75316,75316,25811,644,19.4,High
75317,75317,8797,740,16.27,Low
75318,75318,26126,640,20.28,High
75319,75319,28535,729,15.5,Medium
75320,75320,17550,595,22.8,High
75321,75321,25833,662,18.68,High
75322,75322,12757,630,21.84,High
75323,75323,9385,652,19.0,High
75324,75324,5790,670,17.84,Medium
75325,75325,49776,650,18.63,High
75326,75326,11570,686,19.48,Medium
75327,75327,2656,579,20.54,VeryHigh
75328,75328,17148,717,16.25,Medium
75329,75329,13420,684,17.35,Medium
75330,75330,6546,590,22.54,High
75331,75331,4394,640,19.93,High
75332,75332,5887,612,17.99,High
75333,75333,101557,756,14.45,Low
75334,75334,17943,676,18.51,Medium
75335,75335,43416,744,15.82,Low
75336,75336,3623,559,22.89,VeryHigh
75337,75337,16030,687,19.98,Medium
75338,75338,21364,729,15.71,Medium
75339,75339,20099,711,17.49,Medium
75340,75340,14203,678,17.66,Medium
75341,75341,1856,556,21.71,VeryHigh
75342,75342,93419,720,16.06,Medium
75343,75343,8367,541,22.23,VeryHigh
75344,75344,9269,682,19.1,Medium
75345,75345,41134,757,14.72,Low
75346,75346,9257,653,19.14,High
75347,75347,2644,646,22.0,High
75348,75348,22395,699,17.0,Medium
75349,75349,48588,639,18.2,High
75350,75350,15559,609,19.11,High
75351,75351,13908,613,21.49,High
75352,75352,31060,713,16.26,Medium
75353,75353,70252,721,17.01,Medium
75354,75354,3910,598,18.75,High
75355,75355,57255,717,20.37,Medium
75356,75356,6989,651,19.55,High
75357,75357,14722,620,20.81,High
75358,75358,27121,634,20.03,High
75359,75359,6441,592,19.63,High
75360,75360,4185,627,19.52,High
75361,75361,4572,598,19.58,High
75362,75362,7486,660,18.31,High
75363,75363,1948,724,16.61,Medium
75364,75364,14548,582,22.86,High
75365,75365,41932,675,17.7,Medium
75366,75366,14168,721,16.6,Medium
75367,75367,17642,672,18.62,Medium
75368,75368,41493,663,20.24,High
75369,75369,3381,692,16.57,Medium
75370,75370,4466,684,19.55,Medium
75371,75371,4150,675,17.94,Medium
75372,75372,22389,640,21.04,High
75373,75373,3508,587,20.01,High
75374,75374,10118,634,21.83,High
75375,75375,21177,609,19.56,High
75376,75376,7133,604,23.67,High
75377,75377,7877,670,18.95,Medium
75378,75378,11413,638,22.53,High
75379,75379,5869,648,22.6,High
75380,75380,56858,657,18.89,High
75381,75381,12556,667,18.47,High
75382,75382,3948,609,20.09,High
75383,75383,10454,651,18.54,High
75384,75384,35643,611,19.29,High
75385,75385,8485,667,16.77,High
75386,75386,5823,610,17.07,High
75387,75387,15562,538,21.54,VeryHigh
75388,75388,5809,599,19.02,High
75389,75389,7298,501,24.66,VeryHigh
75390,75390,3904,691,19.39,Medium
75391,75391,12794,616,21.25,High
75392,75392,5211,612,21.7,High
75393,75393,8854,688,15.37,Medium
75394,75394,24955,672,18.49,Medium
75395,75395,17509,773,17.39,Low
75396,75396,26283,599,21.45,High
75397,75397,5936,657,16.45,High
75398,75398,5469,668,19.2,High
75399,75399,28009,633,19.03,High
75400,75400,14461,601,19.02,High
75401,75401,26200,686,17.74,Medium
75402,75402,6865,622,18.85,High
75403,75403,18833,660,19.04,High
75404,75404,13126,710,19.01,Medium
75405,75405,43538,736,17.57,Medium
75406,75406,8275,714,16.99,Medium
75407,75407,25529,579,22.37,VeryHigh
75408,75408,15636,581,23.94,High
75409,75409,32842,810,17.12,VeryLow
75410,75410,20846,569,20.92,VeryHigh
75411,75411,18892,647,21.45,High
75412,75412,10293,634,18.6,High
75413,75413,26774,681,19.12,Medium
75414,75414,44466,588,20.52,High
75415,75415,19291,660,20.23,High
75416,75416,64217,666,18.14,High
75417,75417,35551,750,15.2,Low
75418,75418,7179,670,19.89,Medium
75419,75419,51282,726,16.08,Medium
75420,75420,15158,671,17.92,Medium
75421,75421,40334,608,19.01,High
75422,75422,65846,645,20.33,High
75423,75423,40859,617,20.71,High
75424,75424,4015,598,22.05,High
75425,75425,26723,664,16.62,High
75426,75426,18564,709,16.39,Medium
75427,75427,21030,652,18.65,High
75428,75428,3529,595,20.66,High
75429,75429,89348,763,15.16,Low
75430,75430,9961,600,21.43,High
75431,75431,43063,779,17.57,Low
75432,75432,22679,724,16.71,Medium
75433,75433,23454,623,20.06,High
75434,75434,22654,545,22.96,VeryHigh
75435,75435,11950,687,18.65,Medium
75436,75436,8891,584,20.22,High
75437,75437,27206,746,13.6,Low
75438,75438,42641,721,15.1,Medium
75439,75439,24855,674,18.98,Medium
75440,75440,3647,587,23.93,High
75441,75441,12766,632,21.33,High
75442,75442,5844,797,14.06,Low
75443,75443,2901,570,24.1,VeryHigh
75444,75444,3102,533,22.77,VeryHigh
75445,75445,68413,721,16.83,Medium
75446,75446,34874,653,17.55,High
75447,75447,14195,676,18.07,Medium
75448,75448,4259,628,21.04,High
75449,75449,12726,572,22.97,VeryHigh
75450,75450,55821,715,14.24,Medium
75451,75451,58076,842,14.24,VeryLow
75452,75452,5069,708,17.11,Medium
75453,75453,6628,607,19.41,High
75454,75454,26301,684,17.24,Medium
75455,75455,18925,670,18.88,Medium
75456,75456,4445,745,15.06,Low
75457,75457,19124,741,13.62,Low
75458,75458,33742,770,16.7,Low
75459,75459,3668,641,15.98,High
75460,75460,12594,602,23.84,High
75461,75461,4351,605,20.19,High
75462,75462,4094,670,18.71,Medium
75463,75463,9147,662,17.56,High
75464,75464,119076,688,19.45,Medium
75465,75465,8791,624,19.41,High
75466,75466,23077,737,17.03,Medium
75467,75467,20869,695,18.19,Medium
75468,75468,8912,695,16.46,Medium
75469,75469,13045,663,17.86,High
75470,75470,16802,679,16.66,Medium
75471,75471,16647,655,18.35,High
75472,75472,5965,687,18.26,Medium
75473,75473,8930,705,15.84,Medium
75474,75474,2530,574,23.47,VeryHigh
75475,75475,57516,689,19.47,Medium
75476,75476,29423,734,16.02,Medium
75477,75477,2502,588,21.94,High
75478,75478,15718,569,22.3,VeryHigh
75479,75479,2409,591,19.59,High
75480,75480,15732,737,18.19,Medium
75481,75481,13210,677,17.23,Medium
75482,75482,17997,712,15.21,Medium
75483,75483,7373,617,19.94,High
75484,75484,10138,810,11.9,VeryLow
75485,75485,7129,715,19.43,Medium
75486,75486,11520,711,14.97,Medium
75487,75487,4106,484,26.84,VeryHigh
75488,75488,11354,648,18.45,High
75489,75489,3312,615,19.88,High
75490,75490,31533,657,19.19,High
75491,75491,2374,619,19.38,High
75492,75492,121481,678,19.8,Medium
75493,75493,2397,607,22.14,High
75494,75494,25241,652,18.67,High
75495,75495,28588,712,16.8,Medium
75496,75496,28196,635,20.49,High
75497,75497,3975,556,22.78,VeryHigh
75498,75498,18437,644,21.42,High
75499,75499,21964,649,19.92,High
75500,75500,7265,651,22.35,High
75501,75501,17466,657,18.53,High
75502,75502,8902,610,21.58,High
75503,75503,6439,557,20.24,VeryHigh
75504,75504,7006,637,16.54,High
75505,75505,2286,667,17.95,High
75506,75506,30059,750,14.4,Low
75507,75507,8780,620,20.26,High
75508,75508,42196,647,18.16,High
75509,75509,16289,623,18.1,High
75510,75510,3120,574,24.6,VeryHigh
75511,75511,35775,672,18.62,Medium
75512,75512,64078,738,17.79,Medium
75513,75513,4808,657,18.94,High
75514,75514,20020,689,18.71,Medium
75515,75515,34152,661,18.82,High
75516,75516,19507,571,20.5,VeryHigh
75517,75517,14063,634,22.25,High
75518,75518,101982,711,15.53,Medium
75519,75519,7929,591,21.26,High
75520,75520,27475,762,16.57,Low
75521,75521,14475,694,17.52,Medium
75522,75522,18418,597,21.33,High
75523,75523,31702,739,16.49,Medium
75524,75524,12348,697,17.96,Medium
75525,75525,13466,762,15.15,Low
75526,75526,4093,627,20.85,High
75527,75527,10907,561,25.25,VeryHigh
75528,75528,8185,649,19.4,High
75529,75529,11599,626,17.82,High
75530,75530,10904,657,20.61,High
75531,75531,20294,637,21.63,High
75532,75532,20555,629,18.95,High
75533,75533,28578,831,13.55,VeryLow
75534,75534,4253,575,23.51,VeryHigh
75535,75535,12114,643,18.84,High
75536,75536,23943,657,18.65,High
75537,75537,5790,670,17.72,Medium
75538,75538,12558,558,23.34,VeryHigh
75539,75539,37983,648,18.01,High
75540,75540,5326,651,16.92,High
75541,75541,34382,665,20.3,High
75542,75542,12383,577,20.32,VeryHigh
75543,75543,13072,716,18.55,Medium
75544,75544,19840,733,18.36,Medium
75545,75545,31995,712,19.73,Medium
75546,75546,12484,624,20.09,High
75547,75547,11669,675,18.68,Medium
75548,75548,16333,509,23.3,VeryHigh
75549,75549,8147,657,20.06,High
75550,75550,7214,690,16.72,Medium
75551,75551,20450,760,17.63,Low
75552,75552,2713,606,20.99,High
75553,75553,2603,626,21.9,High
75554,75554,28422,778,16.01,Low
75555,75555,7986,564,22.23,VeryHigh
75556,75556,14076,698,17.98,Medium
75557,75557,17121,624,20.53,High
75558,75558,95827,645,20.0,High
75559,75559,20894,646,20.75,High
75560,75560,8387,631,19.31,High
75561,75561,6837,671,21.8,Medium
75562,75562,8799,751,14.03,Low
75563,75563,14598,643,19.99,High
75564,75564,11705,580,21.84,High
75565,75565,30786,670,18.0,Medium
75566,75566,24039,612,22.06,High
75567,75567,37529,740,14.75,Low
75568,75568,32518,635,17.47,High
75569,75569,5260,620,21.34,High
75570,75570,3527,656,17.8,High
75571,75571,5638,621,20.24,High
75572,75572,5455,670,19.33,Medium
75573,75573,15663,769,17.32,Low
75574,75574,16442,578,23.86,VeryHigh
75575,75575,14909,685,14.29,Medium
75576,75576,8623,624,20.05,High
75577,75577,17819,697,19.01,Medium
75578,75578,10001,579,21.15,VeryHigh
75579,75579,7707,597,21.23,High
75580,75580,3607,640,20.86,High
75581,75581,4933,589,19.34,High
75582,75582,7713,647,21.29,High
75583,75583,16145,722,13.99,Medium
75584,75584,104555,818,12.32,VeryLow
75585,75585,4071,586,20.05,High
75586,75586,6263,639,20.31,High
75587,75587,25481,645,17.64,High
75588,75588,4549,535,21.35,VeryHigh
75589,75589,12419,625,20.32,High
75590,75590,39380,654,21.57,High
75591,75591,14659,701,17.38,Medium
75592,75592,11160,719,13.22,Medium
75593,75593,12372,556,24.95,VeryHigh
75594,75594,9859,733,18.32,Medium
75595,75595,6770,540,21.74,VeryHigh
75596,75596,1901,651,20.36,High
75597,75597,2521,620,20.61,High
75598,75598,6479,658,18.85,High
75599,75599,3000,587,23.66,High
75600,75600,6194,676,16.36,Medium
75601,75601,45542,620,17.68,High
75602,75602,10778,669,17.59,High
75603,75603,12356,622,20.3,High
75604,75604,3191,727,17.52,Medium
75605,75605,28595,709,14.78,Medium
75606,75606,27930,714,16.45,Medium
75607,75607,11474,587,21.5,High
75608,75608,31190,679,18.81,Medium
75609,75609,17611,691,19.98,Medium
75610,75610,10235,595,18.96,High
75611,75611,34162,673,15.94,Medium
75612,75612,33401,654,16.77,High
75613,75613,5451,598,22.84,High
75614,75614,43528,797,14.44,Low
75615,75615,2804,525,23.89,VeryHigh
75616,75616,62875,618,17.77,High
75617,75617,2503,607,17.77,High
75618,75618,15185,621,21.41,High
75619,75619,27200,645,21.82,High
75620,75620,20804,644,21.47,High
75621,75621,2583,640,16.4,High
75622,75622,7041,622,23.01,High
75623,75623,8294,569,21.83,VeryHigh
75624,75624,15350,552,21.09,VeryHigh
75625,75625,9448,580,22.25,High
75626,75626,5975,665,19.6,High
75627,75627,51414,573,20.71,VeryHigh
75628,75628,24478,663,15.5,High
75629,75629,28305,677,19.79,Medium
75630,75630,10069,653,21.96,High
75631,75631,59408,681,17.88,Medium
75632,75632,25156,695,16.74,Medium
75633,75633,7815,524,24.87,VeryHigh
75634,75634,11336,638,20.93,High
75635,75635,5450,561,22.48,VeryHigh
75636,75636,9179,593,24.19,High
75637,75637,8046,667,17.82,High
75638,75638,13146,700,17.92,Medium
75639,75639,2177,555,22.97,VeryHigh
75640,75640,12530,672,17.07,Medium
75641,75641,9244,692,17.95,Medium
75642,75642,36757,771,17.35,Low
75643,75643,20804,627,18.52,High
75644,75644,7726,638,21.21,High
75645,75645,3690,695,19.29,Medium
75646,75646,2567,535,23.34,VeryHigh
75647,75647,8737,605,22.52,High
75648,75648,12663,656,20.38,High
75649,75649,10841,657,19.72,High
75650,75650,34146,658,20.25,High
75651,75651,4750,565,21.67,VeryHigh
75652,75652,19684,592,20.67,High
75653,75653,46534,653,20.76,High
75654,75654,6083,666,17.41,High
75655,75655,41046,769,16.28,Low
75656,75656,64939,603,20.13,High
75657,75657,9509,672,18.83,Medium
75658,75658,23762,662,18.3,High
75659,75659,7682,604,19.05,High
75660,75660,12777,684,17.43,Medium
75661,75661,10939,702,17.54,Medium
75662,75662,21173,680,16.25,Medium
75663,75663,17788,666,17.08,High
75664,75664,1931,665,18.27,High
75665,75665,7399,675,17.82,Medium
75666,75666,6464,559,23.27,VeryHigh
75667,75667,3026,668,18.47,High
75668,75668,10252,622,21.16,High
75669,75669,9647,610,21.17,High
75670,75670,9657,517,21.03,VeryHigh
75671,75671,9927,678,15.54,Medium
75672,75672,16845,683,16.18,Medium
75673,75673,11840,582,21.07,High
75674,75674,15048,674,16.87,Medium
75675,75675,125118,692,20.26,Medium
75676,75676,13038,711,18.67,Medium
75677,75677,5321,635,21.19,High
75678,75678,3835,598,20.98,High
75679,75679,7297,646,16.03,High
75680,75680,9769,739,17.63,Medium
75681,75681,6612,660,17.83,High
75682,75682,9465,670,20.35,Medium
75683,75683,3715,639,20.33,High
75684,75684,50438,591,21.79,High
75685,75685,2226,550,23.95,VeryHigh
75686,75686,13932,558,20.32,VeryHigh
75687,75687,4480,685,16.67,Medium
75688,75688,4104,688,19.92,Medium
75689,75689,8929,587,21.11,High
75690,75690,7069,702,18.03,Medium
75691,75691,15937,616,20.11,High
75692,75692,3034,553,23.02,VeryHigh
75693,75693,4552,575,22.64,VeryHigh
75694,75694,10445,602,21.75,High
75695,75695,1482,604,18.98,High
75696,75696,15698,594,25.97,High
75697,75697,9570,696,16.81,Medium
75698,75698,26312,679,18.75,Medium
75699,75699,39654,770,17.45,Low
75700,75700,4090,607,19.77,High
75701,75701,15963,794,14.3,Low
75702,75702,17599,614,19.48,High
75703,75703,23233,648,20.09,High
75704,75704,5965,618,22.15,High
75705,75705,3559,548,20.47,VeryHigh
75706,75706,45166,715,19.49,Medium
75707,75707,9835,657,19.49,High
75708,75708,25472,651,19.35,High
75709,75709,24457,646,17.19,High
75710,75710,7508,660,18.74,High
75711,75711,2021,471,26.64,VeryHigh
75712,75712,50000,797,14.78,Low
75713,75713,61874,636,19.41,High
75714,75714,53180,707,15.78,Medium
75715,75715,11324,540,23.98,VeryHigh
75716,75716,2605,585,21.77,High
75717,75717,12571,715,16.34,Medium
75718,75718,7490,581,25.21,High
75719,75719,2724,559,24.84,VeryHigh
75720,75720,16585,632,19.15,High
75721,75721,10392,588,21.52,High
75722,75722,56050,723,16.4,Medium
75723,75723,8874,652,19.5,High
75724,75724,11254,709,17.7,Medium
75725,75725,1834,524,22.04,VeryHigh
75726,75726,20204,745,18.68,Low
75727,75727,23527,652,20.39,High
75728,75728,3418,647,21.2,High
75729,75729,6278,679,16.66,Medium
75730,75730,7801,656,16.72,High
75731,75731,20078,670,19.33,Medium
75732,75732,4927,638,22.02,High
75733,75733,12216,624,20.86,High
75734,75734,15203,615,19.06,High
75735,75735,64279,805,13.88,VeryLow
75736,75736,3578,574,20.53,VeryHigh
75737,75737,2911,677,15.95,Medium
75738,75738,11517,643,18.05,High
75739,75739,6812,712,15.89,Medium
75740,75740,6033,737,13.71,Medium
75741,75741,10650,697,15.91,Medium
75742,75742,7547,582,22.3,High
75743,75743,16709,635,20.55,High
75744,75744,4177,638,19.24,High
75745,75745,10374,685,18.46,Medium
75746,75746,21369,708,19.08,Medium
75747,75747,7329,568,20.44,VeryHigh
75748,75748,20123,714,17.13,Medium
75749,75749,3477,620,20.28,High
75750,75750,15284,732,14.84,Medium
75751,75751,17686,724,16.72,Medium
75752,75752,23501,734,14.56,Medium
75753,75753,3630,658,18.85,High
75754,75754,4564,590,24.24,High
75755,75755,74313,700,16.88,Medium
75756,75756,7306,601,22.91,High
75757,75757,8034,631,19.39,High
75758,75758,5279,625,21.23,High
75759,75759,88113,724,12.76,Medium
75760,75760,5348,606,22.47,High
75761,75761,8645,588,19.91,High
75762,75762,18547,633,18.3,High
75763,75763,21559,720,15.57,Medium
75764,75764,17757,683,17.14,Medium
75765,75765,3890,548,23.82,VeryHigh
75766,75766,11454,661,18.28,High
75767,75767,46947,633,18.77,High
75768,75768,4444,632,19.9,High
75769,75769,38294,703,17.6,Medium
75770,75770,83081,676,18.91,Medium
75771,75771,24679,673,15.23,Medium
75772,75772,26901,738,14.56,Medium
75773,75773,3585,612,20.96,High
75774,75774,24323,663,19.54,High
75775,75775,8081,755,13.98,Low
75776,75776,45696,739,19.38,Medium
75777,75777,5757,586,22.61,High
75778,75778,3681,661,18.54,High
75779,75779,3530,722,18.28,Medium
75780,75780,33263,762,15.73,Low
75781,75781,10655,746,16.28,Low
75782,75782,14995,625,19.46,High
75783,75783,5437,562,21.75,VeryHigh
75784,75784,20426,670,15.85,Medium
75785,75785,4156,631,21.77,High
75786,75786,20354,694,17.93,Medium
75787,75787,42594,701,18.19,Medium
75788,75788,14042,675,20.06,Medium
75789,75789,15797,616,20.75,High
75790,75790,12110,655,19.84,High
75791,75791,7386,680,18.53,Medium
75792,75792,12705,551,21.61,VeryHigh
75793,75793,35678,710,17.8,Medium
75794,75794,6007,752,16.46,Low
75795,75795,18518,830,13.48,VeryLow
75796,75796,10684,604,21.02,High
75797,75797,4270,672,18.41,Medium
75798,75798,28065,611,20.97,High
75799,75799,2138,668,19.83,High
75800,75800,7239,594,23.37,High
75801,75801,17386,719,17.75,Medium
75802,75802,7949,675,18.97,Medium
75803,75803,7781,561,22.64,VeryHigh
